model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data
random_forest,5,4.988192281432221,36.90968584040661,6.069116847394255,0.3738624930002577,0.6328177190540407,404.2057251930237,948,2048,bert-large-uncased,swls,no,no
