model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data,run_nbr,layers,target,delta_vec,emb_PCA,emb_pca_n,X_added_t1_score
xgboost,5,3.659314258461774,23.686475178739045,4.86051492780374,0.505312305882145,0.7159950143199261,467.2821526527405,948,4,bert-base-uncased,hils,no,no,0,12_13,score,no,yes,2,no
xgboost,5,3.686627673975308,23.540480423705333,4.849526282443339,0.5083831244327914,0.7161820679003237,887.4930422306061,948,32,bert-base-uncased,hils,no,no,0,12_13,score,no,yes,16,no
xgboost,5,3.690106022313457,23.73245680249434,4.868344408708099,0.50439126494878,0.7127975523101492,1309.9069900512695,948,64,bert-base-uncased,hils,no,no,0,12_13,score,no,yes,32,no
xgboost,5,3.6851569155164814,23.370070121164567,4.833016164941113,0.5118764075038713,0.7189183353446376,2504.7837586402893,948,128,bert-base-uncased,hils,no,no,0,12_13,score,no,yes,64,no
xgboost,5,3.712087114541785,23.81958176607061,4.879242468008626,0.5023486985606832,0.7113964130869477,4041.2238693237305,948,256,bert-base-uncased,hils,no,no,0,12_13,score,no,yes,128,no
xgboost,5,3.7295749564185443,23.93570586671945,4.891783953252782,0.49982017672299384,0.7107879154400981,7064.7755262851715,948,512,bert-base-uncased,hils,no,no,0,12_13,score,no,yes,256,no
