model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data
ridge,5,4.3029457297069325,29.997392365055607,5.469974851357198,0.4910496385492455,0.7028204488027455,56.71447944641113,948,1536,roberta-base,swls,no,no
