model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data
ak_struct_reg,5,4.6215273057050075,32.33011614724205,5.682021461255166,0.45097526595565923,0.6990152152506276,527.6576435565948,948,32,bert-base-uncased,swls,no,no
