model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data,run_nbr,layers,target,delta_vec,emb_PCA,emb_pca_n,X_added_t1_score
blr,5,3.963721349486211,26.142419058701982,5.109394424352856,0.4543868495782404,0.67539657256723,357.6478066444397,948,4,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,2,no
blr,5,3.8076298564505096,23.791840450346605,4.875964550575801,0.5028973245587168,0.7101660050583167,364.1592562198639,948,32,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,16,no
blr,5,3.820389314410893,23.93824243787736,4.891569663495074,0.4996526250274211,0.7079470933413688,342.7392659187317,948,64,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,32,no
blr,5,3.8882860044061247,24.72903463484836,4.970973431492227,0.4830799947819118,0.6964722702135226,349.79250741004944,948,128,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,64,no
blr,5,3.925614519556321,25.01632124720604,4.9993453780656,0.4771871719007824,0.6926539865391357,388.1869292259216,948,256,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,128,no
blr,5,3.93694827769538,25.25608385489193,5.023527635951512,0.4721079072299921,0.6891148578067241,463.8613066673279,948,512,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,256,no
blr,5,3.321089242443469,19.01103625626431,4.356001698464482,0.6030630221553721,0.7791045886237905,123.54299020767212,948,2048,bert-large-uncased,hils,no,no,0,24_25,score,no,no,2,no
