model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data
ridge,5,4.50672331767268,31.952278010862404,5.65221904654233,0.4554336035231451,0.6792019386151524,40.08299899101257,948,64,bert-base-uncased,swls,no,no
