model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data
random_forest,5,4.861518641214581,36.13465796913037,6.007425887998495,0.3856827364043559,0.6360943757439935,538.8806145191193,948,1536,bert-base-uncased,swls,no,no
