model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data,run_nbr,layers,target,delta_vec,emb_PCA,emb_pca_n,X_added_t1_score
random_forest,5,3.4682223524500286,24.30413769693832,4.907532146243761,0.1178003309342639,0.3572604380723975,93.57824039459229,474,9,roberta-large,hils,no,no,0,24_25,delta,no,yes,2,yes
random_forest,5,3.1716236197312924,21.38652771894875,4.602182679316157,0.226158132518192,0.4996873903685531,112.4707043170929,474,65,roberta-large,hils,no,no,0,24_25,delta,no,yes,16,yes
random_forest,5,3.181528719417113,21.537850209291587,4.618421180842647,0.2206241993056491,0.4944716336723734,112.85782718658449,474,129,roberta-large,hils,no,no,0,24_25,delta,no,yes,32,yes
random_forest,5,3.1792455814738565,21.50270738747156,4.614565265827767,0.2218936045190776,0.4955368757084438,142.73426246643066,474,257,roberta-large,hils,no,no,0,24_25,delta,no,yes,64,yes
random_forest,5,3.186599534654365,21.54065477498615,4.6175309551362265,0.2213974527865522,0.495120315396042,162.85154032707214,474,513,roberta-large,hils,no,no,0,24_25,delta,no,yes,128,yes
random_forest,5,3.172530106625472,21.609230872158854,4.624650292499695,0.2190877950317361,0.4975212932725732,270.71830463409424,474,1025,roberta-large,hils,no,no,0,24_25,delta,no,yes,256,yes
random_forest,5,3.468323642561702,24.34913536670564,4.912210848717722,0.1159599270841424,0.3553774339371551,91.13113570213318,474,5,roberta-large,hils,no,no,0,24_25,delta,yes,yes,2,yes
random_forest,5,3.310507385245797,22.55331368447149,4.724780178689242,0.1840834321805805,0.4503128958412562,118.1650731563568,474,33,roberta-large,hils,no,no,0,24_25,delta,yes,yes,16,yes
random_forest,5,3.3141058041327844,22.61122614616909,4.730604670989992,0.1819487966813702,0.446707093332769,118.91735816001892,474,65,roberta-large,hils,no,no,0,24_25,delta,yes,yes,32,yes
random_forest,5,3.3192129797359984,22.799588887043164,4.750315615410623,0.174820480487674,0.4397936052419474,127.9034140110016,474,129,roberta-large,hils,no,no,0,24_25,delta,yes,yes,64,yes
random_forest,5,3.321701167551379,22.803348604932204,4.750710431873829,0.1744232513894082,0.4386879546188694,144.8499825000763,474,257,roberta-large,hils,no,no,0,24_25,delta,yes,yes,128,yes
random_forest,5,3.336956069364105,22.907940356123635,4.76151175790599,0.1707924933773011,0.4365926220441827,212.9346554279328,474,513,roberta-large,hils,no,no,0,24_25,delta,yes,yes,256,yes
random_forest,5,3.312027384039606,27.876447551007555,5.247068226019995,-0.0024815952418339,,95.311217546463,474,8,roberta-large,hils,no,no,0,24_25,delta,no,yes,2,no
random_forest,5,3.30264531575405,24.42477240311416,4.914306785273998,0.1186931655955836,0.3891091443096678,112.09450268745422,474,64,roberta-large,hils,no,no,0,24_25,delta,no,yes,16,no
random_forest,5,3.3146714539355586,24.66691917845447,4.938185941513504,0.1101532213600627,0.3790025291645626,128.02939343452454,474,128,roberta-large,hils,no,no,0,24_25,delta,no,yes,32,no
random_forest,5,3.3219427063676945,25.02249109301456,4.972624212436821,0.0983339046351463,0.3610696935143146,152.6405861377716,474,256,roberta-large,hils,no,no,0,24_25,delta,no,yes,64,no
random_forest,5,3.304659999978251,25.10330967430759,4.980811077310881,0.0953675382535191,0.3715315743579212,183.10942220687863,474,512,roberta-large,hils,no,no,0,24_25,delta,no,yes,128,no
random_forest,5,3.316701438997661,25.434889149011457,5.011773404016674,0.0847933929659045,0.3551462739539564,289.59298181533813,474,1024,roberta-large,hils,no,no,0,24_25,delta,no,yes,256,no
random_forest,5,3.389460766989827,27.602081499886463,5.218792190466003,0.0090553604414842,0.1226010788254291,95.39102745056152,474,4,roberta-large,hils,no,no,0,24_25,delta,yes,yes,2,no
random_forest,5,3.348693044936568,24.19839455525477,4.88944832809219,0.1285897044126339,0.3990920922607742,105.125741481781,474,32,roberta-large,hils,no,no,0,24_25,delta,yes,yes,16,no
random_forest,5,3.344618955273733,24.358997613435463,4.903552786532648,0.124279317569653,0.3913652219960399,98.91300868988036,474,64,roberta-large,hils,no,no,0,24_25,delta,yes,yes,32,no
random_forest,5,3.313774922169575,24.265830279522305,4.895061576266372,0.1271019110118816,0.4055960594955329,108.57813096046448,474,128,roberta-large,hils,no,no,0,24_25,delta,yes,yes,64,no
random_forest,5,3.322353706987897,24.63118564546185,4.9332903686858645,0.1131654370938204,0.3862951431763585,116.46306705474854,474,256,roberta-large,hils,no,no,0,24_25,delta,yes,yes,128,no
random_forest,5,3.3228488793495634,24.895038285268864,4.95883311163229,0.1042729451923441,0.3872075766443045,202.08312892913816,474,512,roberta-large,hils,no,no,0,24_25,delta,yes,yes,256,no
random_forest,5,3.2608760401386427,24.827551126362845,4.95126973872686,0.1070006503381,0.4248248137914791,720.2161190509796,474,4096,roberta-large,hils,no,no,0,24_25,delta,no,no,2,no
random_forest,5,3.2265798038499134,23.7593339910184,4.848948381156703,0.1416578107834419,0.4934199686809893,591.9247705936432,474,2048,roberta-large,hils,no,no,0,24_25,delta,yes,no,2,no
random_forest,5,3.2470965880272367,22.478426483697472,4.716735849004015,0.1868523984981712,0.4802285840435877,405.4456014633178,474,2049,roberta-large,hils,no,no,0,24_25,delta,yes,no,2,yes
random_forest,5,3.205808214608453,21.883939309818775,4.653977895787984,0.20874549922020313,0.5109415182814614,809.649215221405,474,4097,roberta-large,hils,no,no,0,24_25,delta,no,no,2,yes
