model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data,run_nbr,layers,target,delta_vec,emb_PCA,emb_pca_n,X_added_t1_score
ridge,5,3.962262836801753,26.130690420705022,5.10827679139347,0.4546186822250987,0.6756312137490709,243.915756225586,948,4,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,2,no
ridge,5,3.783256325228323,23.617597268898685,4.857948124782942,0.506587215987224,0.7132095882364474,243.15769982337952,948,32,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,16,no
ridge,5,3.822245428454447,24.03991722019497,4.902314418329652,0.4975088317803132,0.7078041382447152,244.9741854667664,948,64,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,32,no
ridge,5,3.963811069622372,25.480777705084705,5.045972383319344,0.4672523325452523,0.6904468596805362,263.64764308929443,948,128,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,64,no
ridge,5,4.083748359804001,26.74353508457918,5.166896370007436,0.4408706310132581,0.675158982932184,253.3406846523285,948,256,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,128,no
ridge,5,4.195743101997179,28.92468915190967,5.375261712359936,0.3954818499062713,0.648746719450241,271.50261187553406,948,512,bert-large-uncased,hils,no,no,0,24_25,score,no,yes,256,no
ridge,5,3.5429481896469577,21.159724275338537,4.593357757029154,0.5583685348935394,0.7542775496559648,53.74768924713135,948,2048,bert-large-uncased,hils,no,no,0,24_25,score,no,no,2,no
