model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data
blr,5,4.684453261109008,34.61199284204232,5.882739875772302,0.4103142050424736,0.6454094389328175,84.4800283908844,948,512,bert-base-uncased,swls,no,no
