model,n_folds,mae,mse,rmse,r2,r,elapsed_time,n_samples,n_features,transformer,scale,X_pca,scaled_data,run_nbr,layers,target,delta_vec,emb_PCA,emb_pca_n,X_added_t1_score
random_forest,5,3.1474784438508667,21.11524945165116,4.57411032442189,0.2348861290253986,0.5111357128971858,89.40443015098572,474,9,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,2,yes
random_forest,5,3.140784726021379,21.080173749762903,4.568063541075361,0.2378524264752287,0.5198463606277659,97.02864003181458,474,65,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,16,yes
random_forest,5,3.140662036313702,21.27964735538125,4.589728092733372,0.2304902794520321,0.5120185664458766,109.63371658325195,474,129,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,32,yes
random_forest,5,3.14643535692832,21.352719320500285,4.596927081299118,0.2283546806111527,0.5084371253702084,135.80919122695923,474,257,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,64,yes
random_forest,5,3.159315439032683,21.38392596607224,4.599044401555512,0.2278374338499484,0.5052192398041582,162.39148545265198,474,513,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,128,yes
random_forest,5,3.1485711235568057,21.40375461225934,4.602008926368503,0.2264341965077362,0.5097934020781508,259.23001194000244,474,1025,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,256,yes
random_forest,5,3.276623145840085,21.711898683478985,4.637807527830367,0.213038067272306,0.4762855460756313,86.72142505645752,474,5,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,2,yes
random_forest,5,3.2640661730863547,21.5781107733736,4.6235114244195685,0.2177808108493178,0.4851667612496871,109.79254126548769,474,33,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,16,yes
random_forest,5,3.27176401439663,21.6842854541966,4.63556592944193,0.2134381839486835,0.4797000262635064,101.5757212638855,474,65,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,32,yes
random_forest,5,3.268696723490167,21.70319422158938,4.636651878842699,0.2135728999760557,0.4797966540925061,117.66802716255188,474,129,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,64,yes
random_forest,5,3.2659827245099207,21.82264622915645,4.650873726996631,0.2079338371315068,0.475530153171948,134.1659700870514,474,257,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,128,yes
random_forest,5,3.262998501078012,21.891031262362866,4.657789808861535,0.2055813501874087,0.4727821763423198,136.64413452148438,474,513,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,256,yes
random_forest,5,3.318696651303101,23.576375791451373,4.829329499904563,0.1483724898638034,0.3990598030286979,85.02961087226868,474,8,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,2,no
random_forest,5,3.29293833021633,23.66208363022712,4.837553729951793,0.1455824349724771,0.4057644739534665,95.1468472480774,474,64,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,16,no
random_forest,5,3.3072883749290787,23.76781558085625,4.847825148425417,0.1427236433891544,0.3999372011602752,117.93291711807252,474,128,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,32,no
random_forest,5,3.310354798997858,23.942871873294187,4.86620309625114,0.1358355637019988,0.3891277933377783,155.70547151565552,474,256,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,64,no
random_forest,5,3.29267432218183,23.89870824885164,4.8610088115789285,0.1378291395140796,0.4014895886738934,192.9032108783722,474,512,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,128,no
random_forest,5,3.3125458534194303,24.408231286326068,4.910440246760839,0.1212969351607713,0.376211814320435,266.21784138679504,474,1024,bert-large-uncased,hils,no,no,0,24_25,delta,no,yes,256,no
random_forest,5,3.384010875380397,23.50974566660051,4.82973939824857,0.1441941333260923,0.3988135584387237,92.1899392604828,474,4,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,2,no
random_forest,5,3.3648748879635577,23.570427749976982,4.8359310569169365,0.1419363195893132,0.3986229511729584,93.13787841796876,474,32,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,16,no
random_forest,5,3.3636106154831347,23.63708941647408,4.84315925391855,0.1395122232617759,0.3953845773904397,99.43303394317628,474,64,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,32,no
random_forest,5,3.373963226252731,23.87454873526697,4.866552126406063,0.1314939878330453,0.3858318013626787,122.99784541130066,474,128,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,64,no
random_forest,5,3.3710635637100035,23.9961784438237,4.877743675332004,0.1283811907323357,0.3801959049883751,115.89321804046632,474,256,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,128,no
random_forest,5,3.364652072912519,24.06563178743525,4.885427035008333,0.1252550937321578,0.3797164134561718,207.85808539390564,474,512,bert-large-uncased,hils,no,no,0,24_25,delta,yes,yes,256,no
random_forest,5,3.16845766242968,22.89251658545195,4.755724370460754,0.1754505924405388,0.5151171056425446,1113.29217004776,474,4096,bert-large-uncased,hils,no,no,0,24_25,delta,no,no,2,no
random_forest,5,3.123311591660292,21.852425596020858,4.647169837333485,0.2127984278523514,0.5274444368835047,525.5232322216034,474,2048,bert-large-uncased,hils,no,no,0,24_25,delta,yes,no,2,no
random_forest,5,3.1738527179110205,23.36786968243244,4.807826409824038,0.156716873148023,0.5237905699929227,452.8612983226776,474,2049,bert-large-uncased,hils,no,no,0,24_25,delta,yes,no,2,yes
random_forest,5,3.033022279681166,20.452834149980923,4.49593882926429,0.26318634968491866,0.6096167714060939,924.459947347641,474,4097,bert-large-uncased,hils,no,no,0,24_25,delta,no,no,2,yes
